datetime,stock_code,news,aspect,sentiment
2023-01-04,RENE,"India has approved an incentive plan of 174.9 billion rupees ($2.11 billion) to promote green hydrogen in a bid to cut emissions and become a major exporter in the field, the country's information minister said on Wednesday.",Macro,0
2023-01-04,ORMP,"Health care stocks finished narrowly mixed Wednesday afternoon, with the NYSE Health Care Index slipping 0.2% while the Health Care Select Sector SPDR Fund (XLV) was up 0.3%.",Markets,0
2023-01-04,RENE,"India has approved an incentive plan of 174.9 billion rupees ($2.11 billion) to promote green hydrogen in a bid to cut emissions and become a major exporter in the field, the country's information minister said on Wednesday.",Macro,0
2023-01-04,ORMP,"Health care stocks were moderately higher this Wednesday afternoon, with the NYSE Health Care Index rising 0.4% while the Health Care Select Sector SPDR Fund (XLV) was up 0.3%.",Markets,1
2023-01-04,PULM,"(RTTNews) - Biopharmaceutical company Pulmatrix, Inc. (PULM) announced Wednesday the successful completion of a Phase 1 trial evaluating safety and pharmacokinetics of PUR3100 in healthy volunteers for the treatment of acute migraine.",Company | Product News,0
2023-01-04,CMMB,"Chemomab Therapeutics, Ltd. CMMB announced that its mid-stage study evaluating CM-101 in non-alcoholic steatohepatitis (NASH) patients was successful.",Company | Product News,-1
2023-01-04,REKR,"Technology stocks hung on for a small gain, with the Technology Select Sector SPDR Fund (XLK) Wednesday rising 0.1% while the Philadelphia Semiconductor Index added 2.5%.",Markets,1
2023-01-04,SLN,Silence Therapeutics PLC Sponsored ADR (SLN) could be a solid choice for investors given its recent upgrade to a Zacks Rank #1 (Strong Buy). An upward trend in earnings estimates -- one of the most powerful forces impacting stock prices -- has triggered this rating change,M&A | Investments,0
2023-01-04,APLT,Health care stocks were steady premarket Wednesday. The Health Care Select Sector SPDR Fund (XLV) and the iShares Biotechnology ETF (IBB) were unchanged.,Markets,1
2023-01-04,SHCR,"In trading on Wednesday, the ARK Fintech Innovation ETF is outperforming other ETFs, up about 4.8% on the day. Components of that ETF showing particular strength include shares of Silvergate Capital, up about 22.4% and shares of JD.COM, up about 12.5% on the day.",Markets,1
2023-01-04,SOTK,"The market expects SonoTek Corporation (SOTK) to deliver a year-over-year decline in earnings on lower revenues when it reports results for the quarter ended November 2022. This widely-known consensus outlook is important in assessing the company's earnings picture, but a",Financials,-1
2023-01-04,ASR,"Airport stocks are rarely brought to the attention of retail investors. Yet, they can be marvelous investments due to their one-of-a-kind features. In this article, we are looking at three airport stocks whose unique qualities position them well for a potential takeoff in 2023. Particularly, Mexico-based Grupo Aeroportuario del Sureste ( NYSE: ASR ), Grupo Aeroportuario del Pacifico ( NYSE: PAC ), and Grupo Aeroportuario del Centro Norte ( NYSE: OMAB ) have been experiencing improvements in their financials over the past several quarters following the COVID-19 pandemic. Despite their shares trading near all-time high levels after outperforming the S&amp;P 500 ( SPX ) in the past year, their unique traits and attractive valuations could imply further upside in 2023, even though analysts don't expect upside from these stocks (see below). What Makes Airport Stocks Attractive Investments? Airports are totally unique assets that come with multiple attractive and investor-friendly characteristics. Let's go through three of the most significant traits that benefit airport stocks. 1. High-Quality, Diversified Revenues One of the most attractive characteristics of airports is that they enjoy high-quality revenues via multiple sources. Firstly, airports sign multi-year leases with airlines. These leases are usually long-term agreements that can provide a steady and predictable source of cash flow for the airport. Further, airports generate cash flows from a variety of other sources, including concessions, parking, and real estate rentals. Airlines are usually big, reputable businesses. Most are publicly traded, with transparent financials, while airports are incredibly critical for them to operate. Therefore, airports have minimal risks when it comes to collecting their rightful fees. Additionally, whether it comes from collecting car parking revenues, rental income from businesses operating within the airport, or other fees, these are high-margin cash flows with minimal operating costs. Airports provide the space and overall infrastructure but don't actually go through the hassle of operating these businesses directly, which makes for a great business model. 2. Growing Travel Demand The COVID-19 pandemic had a disastrous impact on the travel industry between 2020 and 2021. However, demand for travel has been rebounding, resulting in a growing demand for vacation and commercial trips. Flights generated revenues of just $36.4 billion in the U.S. in 2020, a massive drop from their pre-pandemic figure of $108.4 billion in 2019. With demand for travel rebounding strongly, flights are expected to generate revenues of $130.9 billion in 2023 - a new all-time high. Additionally, revenues are expected to grow by a CAGR of 3% through 2027. This means that airports are likely to be negotiating more leases with airlines, organically benefiting from the industry's growth without additional efforts. 3. Limited Investable Opportunities Finally, airport stocks benefit from the fact that there are only a few investable opportunities in the space. This makes them highly-attractive assets. This comes in two forms. Firstly, most airports around the world are wholly or partly owned by governments. Los Angeles International Airport (LAX) or Denver International Airport, for instance, are owned and operated by The City of Los Angeles and the City &amp; County of Denver, respectively. Thus, investors have no opportunity to invest in the bulk of the world's airports. Secondly, airports are highly regulated and have essentially no competition in their respective markets. It's not like a potential competitor can go and build an airport next to an existing one and compete. Besides, they require enormous capital expenditures to contrast. In any case, this is also another reason why investors have very limited options when it comes to gaining exposure to airports, which makes the existing publicly-traded stocks like ASR, PAC, and OMAB highly scarce and attractive assets. Takeaway: Why are These Airport Stocks Worth Considering? Besides the attractive characteristics attached to airport stocks, as just discussed, ASR, PAC, and OMAB have multiple charming features on their own, which makes them attractive investments worth considering. Firstly, they are the biggest publicly-traded companies in the space, with exposure to multiple assets. I mentioned that airports benefit from diversified cash flows; ASR, PAC, and OMAB, each own nine, 12, and 13 airports, respectively. Further, the companies have a consistent history of generating sustainable profits and returning capital to shareholders due to their multiples qualities, as mentioned earlier. OMAB stock financials The combination of growing profits which has resulted in share price gains and hefty dividends has resulted in ASR, PAC, and OMAB stocks recording total returns of 353.2%, 322.2%, and 181.6%, respectively, over the past decade. Regarding their dividends, it's worth noting that while ASR, PAC, and OMAB do not have consistent track records, they do tend to grow their payouts in line with their profits. Unless you really value consistency when it comes to dividend growth, they should still serve adequately when it comes to growing your income over time. Finally, despite their shares trading near all-time high levels, all three stocks appear to be quite attractively priced. Specifically, ASR, PAC, and OMAB are currently trading at forward P/E ratios of 13.8x, 14.5x, and 16.4x, respectively. These multiples are below their historical averages. Regardless, I find these multiples very cheap, considering the positive qualities attached to airport stocks. Thus, I believe all three stocks have strong prospects to keep flying higher through 2023. Disclosure",Stock Commentary,0
2023-01-04,OPRX,"Looking at options trading activity among components of the Russell 3000 index, there is noteworthy activity today in Credit Acceptance Corp (Symbol: CACC), where a total volume of 1,961 contracts has been traded thus far today, a contract volume which is representative of appr",Stock Commentary,0
2023-01-04,VFF,"In trading on Wednesday, agriculture &amp; farm products shares were relative leaders, up on the day by about 4.9%. Leading the group were shares of AppHarvest, up about 27% and shares of Village Farms International up about 7% on the day.",Markets,1
2023-01-04,GDV,It's rare to see two bad years in a row. I have a hunch that 2023 may rhyme with 2009. Bear markets don't usually last longer than a year. A spectacular shakeout early in the year could set the stage for a steady grind higher later on.,General News | Opinion,0
2023-01-04,CTOS,"In trading on Wednesday, shares of Custom Truck One Source Inc (Symbol: CTOS) crossed above their 200 day moving average of $6.49, changing hands as high as $6.56 per share. Custom Truck One Source Inc shares are currently trading up about 2.8% on the day. The chart below sho",Stock Movement,1
